timeStamp,N_Max,N_Min,N_Mean,P_Max,P_Min,P_Mean,E_Max,E_Min,E_Mean
2020-01-03 00:00:00,492.6,385.1,438.85,8.5,8.4,8.45,21.283,19.7461,20.244925
2020-01-03 00:10:00,364.4,245.5,304.95,8.6,8.5,8.55,21.4223,19.9372,20.67975
2020-01-03 00:20:00,412.7,321.6,367.15,8.6,8.6,8.6,21.407,20.0473,20.72715
2020-01-03 00:30:00,409.4,103.9,256.65,8.7,8.6,8.649999999999999,21.4544,20.1385,20.787166666666668
2020-01-03 00:40:00,388.4,263.0,325.7,8.7,8.7,8.7,21.5038,19.8194,20.2364
2020-01-03 00:50:00,0.0,0.0,0.0,8.6,8.5,8.55,21.4702,19.9164,20.4796
2020-01-03 01:00:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,21.4721,19.7041,20.406366666666667
2020-01-03 01:10:00,0.0,0.0,0.0,8.3,8.2,8.25,21.4585,20.1947,20.8266
2020-01-03 01:20:00,0.0,0.0,0.0,8.1,8.1,8.1,21.4609,19.8387,20.4858
2020-01-03 01:30:00,0.0,0.0,0.0,8.0,7.9,7.95,21.3373,19.8066,20.25158
2020-01-03 01:40:00,579.1,0.0,289.55,8.0,7.8,7.9,21.6029,19.8335,20.42296
2020-01-03 01:50:00,499.7,388.2,443.95,8.2,8.1,8.149999999999999,21.5112,19.7377,20.30516
2020-01-03 02:00:00,319.3,319.3,319.3,8.3,8.3,8.3,21.4405,19.6913,20.525399999999998
2020-01-03 02:10:00,406.3,252.4,329.35,8.5,8.4,8.45,21.5576,19.9115,20.565033333333332
2020-01-03 02:20:00,427.1,336.5,381.8,8.6,8.6,8.6,21.536,19.7708,20.578850000000003
2020-01-03 02:30:00,315.3,315.3,315.3,8.6,8.6,8.6,21.5545,19.9311,20.548000000000002
2020-01-03 02:40:00,426.2,350.0,388.1,8.7,8.7,8.7,21.6184,19.9037,20.592200000000002
2020-01-03 02:50:00,0.0,0.0,0.0,8.6,8.5,8.55,21.537,19.7789,20.4863
2020-01-03 03:00:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,19.9612,19.9612,19.9612
2020-01-03 03:10:00,0.0,0.0,0.0,8.2,8.2,8.2,21.6212,19.9882,20.557775
2020-01-03 03:20:00,0.0,0.0,0.0,8.1,8.0,8.05,21.6295,19.99,20.616133333333334
2020-01-03 03:30:00,0.0,0.0,0.0,8.0,7.9,7.95,21.7094,19.8396,20.442914285714288
2020-01-03 03:40:00,530.3,0.0,265.15,8.0,7.8,7.9,21.7582,19.9171,20.663933333333333
2020-01-03 03:50:00,445.8,313.3,379.55,8.2,8.1,8.149999999999999,21.708,19.9258,20.667933333333334
2020-01-03 04:00:00,526.2,453.8,490.0,8.4,8.3,8.350000000000001,21.6099,19.9136,20.610233333333333
2020-01-03 04:10:00,322.2,86.4,204.3,8.5,8.4,8.45,21.6439,20.0428,20.769825
2020-01-03 04:20:00,461.6,359.4,410.5,8.6,8.6,8.6,21.6218,19.9296,20.4631
2020-01-03 04:30:00,221.9,98.7,160.3,8.6,8.6,8.6,21.6386,19.7414,20.37148
2020-01-03 04:40:00,399.2,309.0,354.1,8.7,8.7,8.7,21.8228,20.0565,20.7547
2020-01-03 04:50:00,0.0,0.0,0.0,8.6,8.5,8.55,19.9537,19.9537,19.9537
2020-01-03 05:00:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,21.7816,19.2095,20.211399999999998
2020-01-03 05:10:00,0.0,0.0,0.0,8.2,8.2,8.2,20.5478,18.832,19.66385
2020-01-03 05:20:00,0.0,0.0,0.0,8.1,8.0,8.05,20.5079,18.848,19.5141
2020-01-03 05:30:00,0.0,0.0,0.0,7.9,7.9,7.9,21.217,18.9255,19.9713
2020-01-03 05:40:00,536.9,486.3,511.6,8.1,7.9,8.0,20.6276,18.8583,19.485120000000002
2020-01-03 05:50:00,485.2,376.1,430.65,8.3,8.2,8.25,20.5844,18.7284,19.454900000000002
2020-01-03 06:00:00,480.1,385.1,432.6,8.4,8.4,8.4,20.6219,18.8263,19.73225
2020-01-03 06:10:00,464.3,217.9,341.1,8.6,8.5,8.55,22.6801,19.5417,20.910742857142857
2020-01-03 06:20:00,423.2,291.6,357.4,8.6,8.6,8.6,19.4946,17.8712,18.7167
2020-01-03 06:30:00,443.2,0.0,221.6,8.7,8.6,8.649999999999999,18.3288,17.8357,18.082250000000002
2020-01-03 06:40:00,350.8,235.5,293.15,8.7,8.7,8.7,19.5568,18.1356,18.57994
2020-01-03 06:50:00,0.0,0.0,0.0,8.6,8.5,8.55,19.766,17.9981,18.714333333333332
2020-01-03 07:00:00,0.0,0.0,0.0,8.4,8.4,8.4,19.817,18.0602,18.70854
2020-01-03 07:10:00,0.0,0.0,0.0,8.2,8.2,8.2,19.9319,18.2442,18.90045
2020-01-03 07:20:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,19.9057,18.3106,18.8128
2020-01-03 07:30:00,0.0,0.0,0.0,8.0,7.9,7.95,20.3258,18.2491,18.862116666666665
2020-01-03 07:40:00,547.5,0.0,273.75,8.0,7.8,7.9,43.2197,15.1042,20.90051111111111
2020-01-03 07:50:00,459.0,336.2,397.6,8.2,8.1,8.149999999999999,17.9411,17.6698,17.7627
2020-01-03 08:00:00,546.4,453.9,500.15,8.4,8.3,8.350000000000001,19.2879,17.3218,17.901639999999997
2020-01-03 08:10:00,311.9,116.7,214.29999999999998,8.5,8.4,8.45,18.2061,16.38,17.0509
2020-01-03 08:20:00,445.3,370.0,407.65,8.6,8.6,8.6,18.3164,16.435,17.203133333333337
2020-01-03 08:30:00,191.8,191.8,191.8,8.6,8.6,8.6,18.4431,16.5831,17.2264
2020-01-03 08:40:00,405.3,290.7,348.0,8.7,8.7,8.7,18.5694,16.7953,17.476654545454544
2020-01-03 08:50:00,0.0,0.0,0.0,8.5,8.5,8.5,21.0668,13.451,17.396658000000002
2020-01-03 09:00:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,18.7186,17.2942,17.9414
2020-01-03 09:10:00,0.0,0.0,0.0,8.2,8.2,8.2,20.2189,17.0766,18.385474603174593
2020-01-03 09:20:00,0.0,0.0,0.0,8.1,8.0,8.05,19.214,13.7723,17.924551724137928
2020-01-03 09:30:00,0.0,0.0,0.0,7.9,7.8,7.85,19.0495,17.3723,18.0534
2020-01-03 09:40:00,585.1,350.5,467.8,8.1,7.9,8.0,19.0159,17.4425,17.893549999999998
2020-01-03 09:50:00,492.3,391.6,441.95000000000005,8.2,8.2,8.2,19.1233,16.4906,17.930366666666664
2020-01-03 10:00:00,491.4,391.1,441.25,8.4,8.3,8.350000000000001,18.2473,12.95,14.65894117647059
2020-01-03 10:10:00,402.1,246.7,324.4,8.5,8.4,8.45,18.3944,14.569,17.29933
2020-01-03 10:20:00,430.2,417.7,423.95,8.6,8.5,8.55,18.6392,16.6347,17.72305806451613
2020-01-03 10:30:00,306.6,76.0,191.3,8.6,8.6,8.6,23.2454,16.8246,18.064182608695653
2020-01-03 10:40:00,419.9,0.0,209.95,8.7,8.7,8.7,25.5591,16.8597,23.170056249999995
2020-01-03 10:50:00,0.0,0.0,0.0,8.6,8.5,8.55,25.9204,17.142,24.515236842105264
2020-01-03 11:00:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,18.8379,17.352,17.855500000000003
2020-01-03 11:10:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,15.0741,13.3216,14.032633333333335
2020-01-03 11:20:00,0.0,0.0,0.0,8.1,8.0,8.05,20.0592,18.0398,18.680475
2020-01-03 11:30:00,457.5,0.0,228.75,7.9,7.9,7.9,19.0908,16.9412,18.12954210526316
2020-01-03 11:40:00,557.7,468.7,513.2,8.2,8.1,8.149999999999999,17.4971,16.5507,17.075849999999996
2020-01-03 11:50:00,496.6,335.7,416.15,8.3,8.2,8.25,18.2016,16.903,17.5523
2020-01-03 12:00:00,477.7,370.0,423.85,8.4,8.4,8.4,18.3779,16.5486,17.30506666666667
2020-01-03 12:10:00,482.9,218.3,350.6,8.5,8.4,8.45,18.3735,16.6961,17.23909090909091
2020-01-03 12:20:00,404.1,293.0,348.55,8.6,8.6,8.6,19.6413,16.8698,17.65792
2020-01-03 12:30:00,426.6,0.0,213.3,8.7,8.6,8.649999999999999,18.8117,17.0474,17.7814
2020-01-03 12:40:00,369.7,215.5,292.6,8.6,8.6,8.6,17.2056,17.2056,17.2056
2020-01-03 12:50:00,0.0,0.0,0.0,8.7,8.6,8.649999999999999,18.7699,17.4295,17.90455
2020-01-03 13:00:00,0.0,0.0,0.0,8.5,8.4,8.45,18.9779,17.3789,18.04836666666667
2020-01-03 13:10:00,0.0,0.0,0.0,8.3,8.2,8.25,18.9823,17.1474,17.6571
2020-01-03 13:20:00,0.0,0.0,0.0,8.1,8.0,8.05,18.1317,16.2692,16.952459999999995
2020-01-03 13:30:00,0.0,0.0,0.0,8.0,7.9,7.95,18.2812,16.5189,17.207166666666666
2020-01-03 13:40:00,442.5,0.0,221.25,8.0,7.8,7.9,17.1073,16.5695,16.8384
2020-01-03 13:50:00,539.8,425.6,482.7,8.2,8.1,8.149999999999999,20.626,9.0757,17.484614999999998
2020-01-03 14:00:00,449.9,317.0,383.45,8.3,8.3,8.3,9.239,7.6071,8.129480000000001
2020-01-03 14:10:00,470.9,427.5,449.2,8.5,8.4,8.45,8.5922,7.0301,7.624285714285714
2020-01-03 14:20:00,357.6,190.4,274.0,8.5,8.5,8.5,36.9887,7.4492,18.897325000000002
2020-01-03 14:30:00,456.2,375.5,415.85,8.6,8.6,8.6,25.8922,8.007,16.485482352941176
2020-01-03 14:40:00,259.6,0.0,129.8,8.6,8.6,8.6,25.2004,7.7878,14.520756521739132
2020-01-03 14:50:00,430.2,361.6,395.9,8.7,8.6,8.649999999999999,16.9757,14.2496,15.435125
2020-01-03 15:00:00,206.2,100.8,153.5,8.6,8.6,8.6,15.5048,13.8874,14.31499
2020-01-03 15:10:00,409.4,327.0,368.2,8.7,8.6,8.649999999999999,15.118,13.3129,14.036033333333336
2020-01-03 15:20:00,430.3,184.0,307.15,8.6,8.6,8.6,15.483,13.7492,14.326783333333331
2020-01-03 15:30:00,405.7,316.4,361.04999999999995,8.6,8.6,8.6,15.4489,13.7146,14.395366666666666
2020-01-03 15:40:00,428.0,81.5,254.75,8.7,8.6,8.649999999999999,15.9647,13.133,14.4174
2020-01-03 15:50:00,381.3,253.8,317.55,8.7,8.6,8.649999999999999,14.764,13.1096,13.802025
2020-01-03 16:00:00,429.5,0.0,214.75,8.7,8.6,8.649999999999999,14.3822,12.637,13.43475
2020-01-03 16:10:00,323.8,227.7,275.75,8.7,8.7,8.7,14.2891,12.3285,13.189977777777779
2020-01-03 16:20:00,403.5,0.0,201.75,8.7,8.7,8.7,14.7775,12.9687,13.647549999999999
2020-01-03 16:30:00,301.1,0.0,150.55,8.7,8.5,8.6,12.8882,11.1443,12.109072727272729
2020-01-03 16:40:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,12.308,8.5332,10.75283846153846
2020-01-03 16:50:00,0.0,0.0,0.0,8.3,8.2,8.25,10.2275,8.8653,9.546399999999998
2020-01-03 17:00:00,0.0,0.0,0.0,8.1,8.0,8.05,10.2583,8.5361,9.223533333333334
2020-01-03 17:10:00,0.0,0.0,0.0,7.9,7.8,7.85,10.2374,8.5353,9.202033333333333
2020-01-03 17:20:00,563.1,375.5,469.3,8.1,7.9,8.0,8.5597,3.3471,5.33302
2020-01-03 17:30:00,479.4,349.8,414.6,8.3,8.2,8.25,5.1206,3.3858,4.0887
2020-01-03 17:40:00,480.8,329.6,405.20000000000005,8.5,8.4,8.45,3.3775,3.3775,3.3775
2020-01-03 17:50:00,370.9,223.8,297.35,8.5,8.5,8.5,5.0962,3.7303,4.41325
2020-01-03 18:00:00,455.0,404.3,429.65,8.6,8.6,8.6,5.1296,3.4026,4.1018
2020-01-03 18:10:00,311.9,311.9,311.9,8.6,8.6,8.6,5.1386,3.4032,4.094033333333333
2020-01-03 18:20:00,413.7,0.0,206.85,8.7,8.6,8.649999999999999,5.132,3.4002,4.094433333333334
2020-01-03 18:30:00,0.0,0.0,0.0,8.5,8.4,8.45,5.1337,3.4088,4.101133333333333
2020-01-03 18:40:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,3.4277,3.4277,3.4277
2020-01-03 18:50:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.1455,3.7874,4.46645
2020-01-03 19:00:00,0.0,0.0,0.0,8.1,8.0,8.05,5.1077,3.4015,4.081933333333333
2020-01-03 19:10:00,361.8,0.0,180.9,7.9,7.9,7.9,5.0916,3.3765,4.0699
2020-01-03 19:20:00,555.1,407.3,481.20000000000005,8.2,8.0,8.1,5.0978,3.3752,4.0698
2020-01-03 19:30:00,467.6,335.7,401.65,8.3,8.2,8.25,5.1046,3.412,4.081666666666667
2020-01-03 19:40:00,453.6,386.2,419.9,8.5,8.4,8.45,3.3541,3.3541,3.3541
2020-01-03 19:50:00,357.9,195.6,276.75,8.5,8.5,8.5,5.0766,3.762,4.4193
2020-01-03 20:00:00,458.0,384.1,421.05,8.6,8.6,8.6,5.114,3.3949,4.086133333333334
2020-01-03 20:10:00,267.6,0.0,133.8,8.6,8.6,8.6,5.1331,3.4222,4.174225
2020-01-03 20:20:00,409.3,0.0,204.65,8.7,8.6,8.649999999999999,5.1266,3.3912,4.100633333333334
2020-01-03 20:30:00,0.0,0.0,0.0,8.5,8.4,8.45,5.1241,3.4301,4.116866666666667
2020-01-03 20:40:00,0.0,0.0,0.0,8.3,8.3,8.3,3.3954,3.3954,3.3954
2020-01-03 20:50:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.1411,3.7776,4.45935
2020-01-03 21:00:00,0.0,0.0,0.0,8.0,8.0,8.0,5.1477,3.4451,4.132333333333333
2020-01-03 21:10:00,430.4,0.0,215.2,7.9,7.9,7.9,5.1495,3.4264,4.118166666666667
2020-01-03 21:20:00,562.6,378.7,470.65,8.2,8.0,8.1,5.1587,3.4063,4.113033333333333
2020-01-03 21:30:00,479.5,380.2,429.85,8.3,8.3,8.3,5.1143,3.4613,4.129433333333333
2020-01-03 21:40:00,469.1,267.2,368.15,8.5,8.4,8.45,3.4577,3.4577,3.4577
2020-01-03 21:50:00,393.0,248.0,320.5,8.5,8.5,8.5,5.1575,3.8235,4.485833333333333
2020-01-03 22:00:00,432.7,326.0,379.35,8.6,8.5,8.55,5.1821,3.4447,4.1453999999999995
2020-01-03 22:10:00,319.9,148.4,234.14999999999998,8.6,8.6,8.6,5.1479,3.4556,4.126166666666667
2020-01-03 22:20:00,414.0,377.9,395.95,8.7,8.7,8.7,5.1639,3.4461,4.1347
2020-01-03 22:30:00,284.0,0.0,142.0,8.7,8.6,8.649999999999999,3.4411,3.4411,3.4411
2020-01-03 22:40:00,0.0,0.0,0.0,8.5,8.4,8.45,5.1452,3.8007,4.47295
2020-01-03 22:50:00,0.0,0.0,0.0,8.3,8.2,8.25,5.1624,3.439,4.132833333333333
2020-01-03 23:00:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.1502,3.4241,4.122066666666667
2020-01-03 23:10:00,0.0,0.0,0.0,8.0,7.9,7.95,5.17,3.4407,4.1316999999999995
2020-01-03 23:20:00,560.7,0.0,280.35,8.0,7.8,7.9,5.1519,3.4467,4.128
2020-01-03 23:30:00,494.7,348.9,421.79999999999995,8.2,8.1,8.149999999999999,3.4789,3.4789,3.4789
2020-01-03 23:40:00,511.1,480.1,495.6,8.4,8.3,8.350000000000001,5.1543,3.8365,4.4954
2020-01-03 23:50:00,362.6,189.3,275.95000000000005,8.4,8.4,8.4,5.1687,3.4745,4.07855
2020-01-04 00:00:00,478.9,395.0,436.95,8.6,8.6,8.6,5.2114,3.4702,4.1693
2020-01-04 00:10:00,285.5,0.0,142.75,8.6,8.6,8.6,5.1998,3.4835,4.166533333333333
2020-01-04 00:20:00,424.9,352.8,388.85,8.7,8.7,8.7,5.2231,3.485,4.182733333333333
2020-01-04 00:30:00,0.0,0.0,0.0,8.7,8.6,8.649999999999999,3.4664,3.4664,3.4664
2020-01-04 00:40:00,0.0,0.0,0.0,8.5,8.4,8.45,5.187,3.8247,4.505850000000001
2020-01-04 00:50:00,0.0,0.0,0.0,8.3,8.2,8.25,5.1893,3.4496,4.145266666666667
2020-01-04 01:00:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.2004,3.4772,4.1669
2020-01-04 01:10:00,0.0,0.0,0.0,8.0,8.0,8.0,5.1625,3.4793,4.1558
2020-01-04 01:20:00,485.6,0.0,242.8,7.9,7.9,7.9,5.1906,3.4605,4.075200000000001
2020-01-04 01:30:00,545.7,438.2,491.95000000000005,8.2,8.1,8.149999999999999,3.4782,3.4782,3.4782
2020-01-04 01:40:00,526.0,303.9,414.95,8.4,8.2,8.3,5.2006,3.8249,4.51275
2020-01-04 01:50:00,435.0,323.8,379.4,8.5,8.4,8.45,5.2159,3.4662,4.067900000000001
2020-01-04 02:00:00,445.4,63.8,254.6,8.6,8.5,8.55,5.1802,3.4532,4.155966666666667
2020-01-04 02:10:00,372.8,219.2,296.0,8.6,8.6,8.6,5.1825,3.4674,4.16
2020-01-04 02:20:00,405.3,0.0,202.65,8.7,8.6,8.649999999999999,3.4762,3.4762,3.4762
2020-01-04 02:30:00,0.0,0.0,0.0,8.6,8.5,8.55,5.2086,3.845,4.5268
2020-01-04 02:40:00,0.0,0.0,0.0,8.4,8.4,8.4,5.1953,3.4541,3.9552199999999997
2020-01-04 02:50:00,0.0,0.0,0.0,8.3,8.2,8.25,5.1729,3.4852,4.2147749999999995
2020-01-04 03:00:00,0.0,0.0,0.0,8.1,8.1,8.1,5.2009,3.4844,4.176200000000001
2020-01-04 03:10:00,0.0,0.0,0.0,8.0,7.9,7.95,5.2237,3.4843,4.190566666666666
2020-01-04 03:20:00,546.1,0.0,273.05,7.9,7.9,7.9,3.495,3.495,3.495
2020-01-04 03:30:00,511.0,411.5,461.25,8.2,8.1,8.149999999999999,5.1889,3.8428,4.5675333333333334
2020-01-04 03:40:00,504.2,294.0,399.1,8.4,8.2,8.3,5.2252,3.4893,4.25385
2020-01-04 03:50:00,420.2,272.9,346.54999999999995,8.5,8.4,8.45,5.2179,3.4967,4.185433333333333
2020-01-04 04:00:00,440.0,138.4,289.2,8.6,8.5,8.55,5.1788,3.4949,4.2704249999999995
2020-01-04 04:10:00,332.3,154.6,243.45,8.6,8.6,8.6,3.4996,3.4996,3.4996
2020-01-04 04:20:00,354.0,0.0,177.0,8.7,8.6,8.649999999999999,5.2309,3.8414,4.545166666666667
2020-01-04 04:30:00,0.0,0.0,0.0,8.5,8.4,8.45,5.1611,3.475,4.162766666666667
2020-01-04 04:40:00,0.0,0.0,0.0,8.3,8.3,8.3,5.2186,3.4698,4.079625
2020-01-04 04:50:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.2323,3.5172,4.2057
2020-01-04 05:00:00,0.0,0.0,0.0,8.0,8.0,8.0,5.2286,3.5011,4.200166666666667
2020-01-04 05:10:00,0.0,0.0,0.0,7.9,7.8,7.85,3.5157,3.5157,3.5157
2020-01-04 05:20:00,575.3,500.5,537.9,8.1,8.0,8.05,5.2182,3.8774,4.5478000000000005
2020-01-04 05:30:00,393.2,297.2,345.2,8.2,8.2,8.2,5.233,3.5225,4.213233333333333
2020-01-04 05:40:00,500.6,417.8,459.20000000000005,8.4,8.4,8.4,5.2302,3.4792,4.1939
2020-01-04 05:50:00,272.2,148.3,210.25,8.5,8.5,8.5,5.2272,3.5287,4.2090000000000005
2020-01-04 06:00:00,432.7,317.2,374.95,8.6,8.6,8.6,3.5385,3.5385,3.5385
2020-01-04 06:10:00,361.7,161.1,261.4,8.7,8.6,8.649999999999999,3.9097,3.9097,3.9097
2020-01-04 06:20:00,0.0,0.0,0.0,8.7,8.6,8.649999999999999,5.171,3.5378,4.2034
2020-01-04 06:30:00,0.0,0.0,0.0,8.5,8.4,8.45,5.2263,3.4891,4.191633333333334
2020-01-04 06:40:00,0.0,0.0,0.0,8.3,8.2,8.25,5.1985,3.5047,4.186233333333334
2020-01-04 06:50:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,3.5338,3.5338,3.5338
2020-01-04 07:00:00,0.0,0.0,0.0,8.0,8.0,8.0,5.2708,3.9045,4.58765
2020-01-04 07:10:00,0.0,0.0,0.0,7.9,7.8,7.85,5.258,3.5363,4.2274666666666665
2020-01-04 07:20:00,572.7,515.5,544.1,8.1,8.0,8.05,5.2199,3.4988,4.2816
2020-01-04 07:30:00,414.5,261.0,337.75,8.3,8.2,8.25,5.2239,3.4867,4.189266666666667
2020-01-04 07:40:00,500.4,423.3,461.85,8.5,8.4,8.45,5.2466,3.5042,4.269175
2020-01-04 07:50:00,285.3,0.0,142.65,8.6,8.5,8.55,3.533,3.533,3.533
2020-01-04 08:00:00,438.3,340.0,389.15,8.7,8.6,8.649999999999999,5.2555,3.8748,4.56515
2020-01-04 08:10:00,196.3,0.0,98.15,8.7,8.6,8.649999999999999,5.246,3.537,4.224833333333334
2020-01-04 08:20:00,0.0,0.0,0.0,8.5,8.4,8.45,5.2903,3.557,4.247866666666667
2020-01-04 08:30:00,0.0,0.0,0.0,8.4,8.2,8.3,5.2646,3.5217,4.231433333333333
2020-01-04 08:40:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.2658,3.5511,4.2494000000000005
2020-01-04 08:50:00,0.0,0.0,0.0,7.9,7.9,7.9,3.5568,3.5568,3.5568
2020-01-04 09:00:00,353.1,0.0,176.55,8.0,7.8,7.9,5.2855,3.9289,4.74
2020-01-04 09:10:00,567.4,461.8,514.6,8.3,8.2,8.25,5.2963,3.5284,4.252033333333333
2020-01-04 09:20:00,362.9,288.7,325.79999999999995,8.3,8.3,8.3,5.283,3.5631,4.258466666666666
2020-01-04 09:30:00,488.7,400.8,444.75,8.5,8.4,8.45,5.2753,3.5726,4.2482999999999995
2020-01-04 09:40:00,308.4,246.9,277.65,8.5,8.5,8.5,5.295,3.5667,4.2649
2020-01-04 09:50:00,426.6,312.2,369.4,8.6,8.6,8.6,3.5604,3.5604,3.5604
2020-01-04 10:00:00,400.3,136.6,268.45,8.7,8.6,8.649999999999999,5.2892,3.9155,4.60235
2020-01-04 10:10:00,372.5,0.0,186.25,8.7,8.6,8.649999999999999,5.2938,3.5403,4.2546
2020-01-04 10:20:00,0.0,0.0,0.0,8.5,8.4,8.45,5.2534,3.5661,4.249333333333333
2020-01-04 10:30:00,0.0,0.0,0.0,8.3,8.2,8.25,5.0326,3.57,4.175233333333334
2020-01-04 10:40:00,0.0,0.0,0.0,8.1,8.1,8.1,3.5735,3.5735,3.5735
2020-01-04 10:50:00,0.0,0.0,0.0,8.0,7.9,7.95,5.2957,3.9391,4.6174
2020-01-04 11:00:00,346.0,0.0,173.0,7.9,7.9,7.9,5.2966,3.5803,4.269866666666666
2020-01-04 11:10:00,522.3,521.9,522.0999999999999,8.2,8.0,8.1,5.2975,3.5612,4.260933333333334
2020-01-04 11:20:00,404.9,263.9,334.4,8.3,8.3,8.3,5.3026,3.5901,4.274933333333333
2020-01-04 11:30:00,497.9,420.2,459.04999999999995,8.5,8.4,8.45,5.2984,3.561,4.256733333333334
2020-01-04 11:40:00,312.7,0.0,156.35,8.5,8.5,8.5,3.5514,3.5514,3.5514
2020-01-04 11:50:00,439.7,372.4,406.04999999999995,8.6,8.6,8.6,5.2976,3.9252,4.6114
2020-01-04 12:00:00,227.4,0.0,113.7,8.6,8.6,8.6,5.2969,3.5856,4.272466666666666
2020-01-04 12:10:00,411.0,313.8,362.4,8.7,8.7,8.7,5.744,3.5652,4.6351
2020-01-04 12:20:00,165.4,0.0,82.7,8.7,8.6,8.649999999999999,5.3281,3.6029,4.282800000000001
2020-01-04 12:30:00,0.0,0.0,0.0,8.5,8.4,8.45,5.3204,3.5904,4.2786333333333335
2020-01-04 12:40:00,0.0,0.0,0.0,8.3,8.2,8.25,3.58,3.58,3.58
2020-01-04 12:50:00,0.0,0.0,0.0,8.2,8.2,8.2,5.3141,3.9662,4.64015
2020-01-04 13:00:00,0.0,0.0,0.0,8.1,8.0,8.05,5.3142,3.5756,4.271366666666666
2020-01-04 13:10:00,0.0,0.0,0.0,7.9,7.8,7.85,5.3187,3.5902,4.2928999999999995
2020-01-04 13:20:00,556.7,336.0,446.35,8.1,7.9,8.0,5.3688,3.5834,4.269533333333334
2020-01-04 13:30:00,495.9,398.1,447.0,8.3,8.2,8.25,3.6019,3.6019,3.6019
2020-01-04 13:40:00,490.6,246.4,368.5,8.4,8.3,8.350000000000001,5.3261,3.9652,4.64565
2020-01-04 13:50:00,424.8,291.7,358.25,8.5,8.5,8.5,5.3652,3.5955,4.419
2020-01-04 14:00:00,447.3,0.0,223.65,8.6,8.5,8.55,5.347,3.605,4.3013
2020-01-04 14:10:00,347.0,169.3,258.15,8.6,8.6,8.6,5.3515,3.617,4.306
2020-01-04 14:20:00,378.6,342.4,360.5,8.7,8.6,8.649999999999999,5.3545,3.5989,4.3145999999999995
2020-01-04 14:30:00,292.1,0.0,146.05,8.7,8.7,8.7,3.6127,3.6127,3.6127
2020-01-04 14:40:00,0.0,0.0,0.0,8.6,8.5,8.55,5.3538,3.9608,4.657299999999999
2020-01-04 14:50:00,0.0,0.0,0.0,8.4,8.3,8.350000000000001,5.3688,3.6263,4.326066666666667
2020-01-04 15:00:00,0.0,0.0,0.0,8.2,8.1,8.149999999999999,5.3343,3.628,4.314433333333333
2020-01-04 15:10:00,0.0,0.0,0.0,8.0,8.0,8.0,5.3476,3.6081,4.316333333333334
2020-01-04 15:20:00,404.0,0.0,202.0,7.9,7.9,7.9,5.3513,3.6253,4.3228333333333335
2020-01-04 15:30:00,560.3,352.0,456.15,8.1,8.0,8.05,3.6001,3.6001,3.6001
2020-01-04 15:40:00,490.9,364.0,427.45,8.2,8.2,8.2,5.3284,3.9645,4.64645
2020-01-04 15:50:00,489.6,184.9,337.25,8.4,8.3,8.350000000000001,5.3327,3.5739,4.458025
2020-01-04 16:00:00,359.2,210.5,284.85,8.5,8.5,8.5,5.3195,3.6098,4.2946
2020-01-04 16:10:00,398.9,134.9,266.9,8.6,8.5,8.55,5.163,3.6123,4.249533333333333
2020-01-04 16:20:00,299.9,55.1,177.5,8.6,8.6,8.6,5.3104,3.585,4.2817333333333325
2020-01-04 16:30:00,416.3,371.7,394.0,8.7,8.7,8.7,3.5758,3.5758,3.5758
2020-01-04 16:40:00,234.4,0.0,117.2,8.7,8.7,8.7,5.341,3.9793,4.66015
2020-01-04 16:50:00,409.5,0.0,204.75,8.7,8.6,8.649999999999999,5.356,3.6082,4.305233333333333
2020-01-04 17:00:00,0.0,0.0,0.0,8.5,8.4,8.45,5.3117,3.6119,4.369574999999999
2020-01-04 17:10:00,0.0,0.0,0.0,8.3,8.2,8.25,5.3379,3.6329,4.310133333333334
2020-01-04 17:20:00,0.0,0.0,0.0,8.1,8.1,8.1,5.3536,3.612,4.310433333333333
2020-01-04 17:30:00,0.0,0.0,0.0,8.0,7.9,7.95,3.6185,3.6185,3.6185
2020-01-04 17:40:00,539.6,0.0,269.8,8.0,7.8,7.9,5.3173,3.9793,4.7076
2020-01-04 17:50:00,534.6,399.1,466.85,8.2,8.1,8.149999999999999,5.3406,3.6055,4.310200000000001
2020-01-04 18:00:00,511.8,261.9,386.85,8.4,8.3,8.350000000000001,5.3637,3.6141,4.317966666666667
2020-01-04 18:10:00,416.8,306.5,361.65,8.5,8.4,8.45,5.1813,3.628,4.260666666666666
2020-01-04 18:20:00,440.6,0.0,220.3,8.6,8.5,8.55,5.3584,3.628,4.325966666666667
